pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
5010	An onion is being sliced by a woman	A woman is slicing an onion	4.9	ENTAILMENT
5011	A woman is slicing an onion	There is no woman slicing an onion	3.2	CONTRADICTION
5012	A man is cutting an onion	An onion is being sliced by a woman	3.8	NEUTRAL
5014	A man is chopping an onion	A woman is slicing an onion	3.5	NEUTRAL
5015	There is no man cutting an onion	A woman is slicing an onion	3.6	NEUTRAL
5017	A woman is painting a man's face	A man's face is being painted by a woman	4.9	ENTAILMENT
5018	A woman is painting a man's face	A woman is cleaning a man's face	3.9	NEUTRAL
5022	A woman is painting a man's face	Makeup is being put on the man by the woman	4.1	ENTAILMENT
5023	The woman is not putting makeup on the man	A woman is painting a man's face	3.2	NEUTRAL
5024	The woman is putting makeup on the man	A man's face is being painted by a woman	4.5	ENTAILMENT
5025	A woman is cleaning a man's face	The woman is putting makeup on the man	2.7	NEUTRAL
5026	A man is painting a woman's face	The woman is putting makeup on the man	2.5	NEUTRAL
5027	The woman is putting makeup on the man	A woman is painting a man's face	4.4	ENTAILMENT
5031	The man is talking on the telephone	The man isn't talking on the telephone	3.3	CONTRADICTION
5032	The man is talking about the telephone	The man is talking on the telephone	3.6	NEUTRAL
5033	The man is talking on the phone	The man is speaking on the telephone	4.8	ENTAILMENT
5037	The man is not talking on the phone	The man is talking on the telephone	3.7	CONTRADICTION
5039	A man is slicing onions	A man is cutting onions	4.9	ENTAILMENT
5040	There is no man cutting onions	A man is cutting onions	3	CONTRADICTION
5045	A woman is cutting an onion	A man is slicing onions	3.7	NEUTRAL
5046	There is no man cutting onions	A woman is cutting an onion	2.7	NEUTRAL
5048	A man is cutting an onion	An onion is being cut by a man	4.9	ENTAILMENT
5049	A man is not cutting an onion	A man is cutting an onion	4.2	CONTRADICTION
5050	A door is being opened by a man	A man is opening a door	5	ENTAILMENT
5053	A man is cutting an onion	There is no man opening a door	1.1	NEUTRAL
5056	A man is opening a door	A man is cutting an onion	1	NEUTRAL
5058	There is no man cutting a potato	A man is cutting a potato	3.7	CONTRADICTION
5060	A man is slicing a potato	There is no man slicing a potato	3.5	CONTRADICTION
5064	A man is slicing a potato	There is no man cutting a potato	3.4	CONTRADICTION
5072	A woman is frying something in a pan	The guitar is being played by a man	1.1	NEUTRAL
5073	A woman is frying something in a pan	A man is not playing the guitar	1	NEUTRAL
5074	A man is playing the guitar	A woman is frying something in a pan	1	NEUTRAL
5078	A woman is playing the violin	There is no woman playing the violin	3.6	CONTRADICTION
5079	The violin is being played by a woman	A man is playing the piano	2.7	NEUTRAL
5080	A man is playing the piano	There is no woman playing the violin	2.3	NEUTRAL
5081	The piano is being played by a man	A woman is playing the violin	1.9	NEUTRAL
5083	A man is playing the piano	A woman is playing the violin	2.5	NEUTRAL
5085	A man is fishing in the river	There is no man fishing in the river	3.5	CONTRADICTION
5086	A man is singing and walking down the road	A man is singing and walking down the sidewalk	4.1	NEUTRAL
5089	A man is singing and standing on the sidewalk	A man is fishing in the river	1.1	NEUTRAL
5091	There is no man fishing in the river	A man is singing and walking down the sidewalk	1.8	NEUTRAL
5092	A man is fishing in the river	A man is singing and walking down the sidewalk	1.9	NEUTRAL
5096	A woman is eating a piece of meat	A woman is seasoning a piece of meat	3.6	NEUTRAL
5097	A man is loading a rifle with bullets	A woman is seasoning a ham	1	NEUTRAL
5100	There is no man loading a rifle with bullets	A woman is seasoning a piece of meat	1	NEUTRAL
5102	Some food is being prepared by a chef	A chef is preparing some food	4.815	ENTAILMENT
5105	A chef is preparing a meal	There is no chef preparing a meal	3.2	CONTRADICTION
5107	There is no chef preparing a meal	A chef is preparing some food	3.985	CONTRADICTION
5109	A chef is discarding some food	A chef is preparing a meal	3.2	NEUTRAL
5114	Two sumo ringers are not fighting	Two sumo ringers are fighting	4.1	CONTRADICTION
5115	Two sumo wrestlers are fighting	A man is riding a water toy in the water	1	NEUTRAL
5116	A man is riding a water toy in the water	Two sumo ringers are not fighting	1	NEUTRAL
5117	Two sumo ringers are fighting	A man is playing with a water toy in the water	1	NEUTRAL
5121	There is no person playing a piano	A person is playing a piano	3.7	CONTRADICTION
5123	A person is slicing a potato	There is no person slicing a potato	2.9	CONTRADICTION
5124	A potato is being sliced by a person	A person is playing a piano	1.185	NEUTRAL
5125	A person is playing a piano	There is no person slicing a potato	1.1	NEUTRAL
5127	There is no person playing a piano	A person is slicing a potato	1.2	NEUTRAL
5132	There is no man putting some cheese on a pizza	A man is putting some cheese on a pizza	4	CONTRADICTION
5133	A man is sprinkling shredded cheese on a pizza	A man is putting seasoning on a pizza	3.6	NEUTRAL
5134	There is no man putting some cheese on a pizza	A man is sprinkling shredded cheese on a pizza	3.4	CONTRADICTION
5135	A man is sprinkling cheese on a pizza	A man is putting some cheese on a pizza	4.7	ENTAILMENT
5136	There is no man sprinkling shredded cheese on a pizza	A man is putting some cheese on a pizza	3.1	CONTRADICTION
5137	A man is sprinkling shredded cheese on a pizza	A man is putting some cheese on a pizza	4.8	ENTAILMENT
5139	There is no man doing a card trick	A man is doing a card trick	4	CONTRADICTION
5141	A man is playing with water	A man is not playing with water	3.6	CONTRADICTION
5142	A man is having fun with water	A man is doing a card trick	1.1	NEUTRAL
5145	There is no man doing a card trick	A man is playing with water	1.2	NEUTRAL
5147	A man is buttering a piece of bread	A man is buttering a slice of bread	4.6	ENTAILMENT
5149	A lemur is hanging on a cord	A lemur is hanging on a rope	4.4	ENTAILMENT
5153	A man is buttering a slice of bread	A lemur is hanging on a cord	1	NEUTRAL
5154	A lemur is hanging on a cord	A woman is buttering a piece of bread	1	NEUTRAL
5155	A lemur is hanging on a cord	A man is buttering a piece of bread	1	NEUTRAL
5160	A woman is putting a baby in a waste bin	The woman is poking holes in the potato	1.1	NEUTRAL
5161	A woman is putting a baby in a waste bin	The woman is not poking holes in the potato	1.185	NEUTRAL
5163	The woman is poking a potato	There is no woman putting a child in a waste bin	1.1	NEUTRAL
5166	There is no man pouring cleaner into the sink	A man is pouring cleaner into the sink	4.1	CONTRADICTION
5167	The drums are being played by the man	The man is playing the drums	4.9	ENTAILMENT
5169	A man is pouring cleaner into the sink	The drums are being played by the man	1	NEUTRAL
5171	The man is playing the drums	A man is cleaning the sink	1.3	NEUTRAL
5175	There is no woman deep frying food	A woman is deep frying food	3.1	CONTRADICTION
5176	A woman is frying some food	Some food is being fried by a woman	5	ENTAILMENT
5177	A woman is not frying some food	A woman is frying some food	3.6	CONTRADICTION
5178	A woman is deep frying food	Some food is being fried by a woman	4.5	ENTAILMENT
5186	A woman is pouring eggs into a frying pan	A woman is removing eggs from a frying pan	2.6	CONTRADICTION
5187	A woman is pouring eggs into a pan	A man is petting two dogs	1	NEUTRAL
5189	A woman is pouring eggs into a frying pan	Two dogs are being petted by a man	1	NEUTRAL
5191	A man is petting two dogs	A woman is pouring eggs into a frying pan	1	NEUTRAL
5195	The child is silent	A boy is saying a word	3	CONTRADICTION
5197	A baby is talking	The child is silent	2.6	NEUTRAL
5198	A boy is saying a word	A child is talking	3.9	ENTAILMENT
5199	A boy is saying a word	There is no baby talking	2.2	NEUTRAL
5201	Some sticky goo is being pulled out of a bowl by a woman	A woman is pulling some sticky goo out of a bowl	5	ENTAILMENT
5204	The woman is not putting pasta into a dish	The woman is putting pasta into a dish	3.3	CONTRADICTION
5208	A woman is putting some sticky goo in a bowl	The woman is putting pasta into a dish	2.8	NEUTRAL
5212	The men are playing soccer	The men are playing with a ball	4.5	ENTAILMENT
5215	The men are not playing soccer	A man is riding a motorcycle	1.5	NEUTRAL
5216	The men are playing soccer	A man is riding a motorbike	1.1	NEUTRAL
5219	A dog is looking around	An animal is looking around	4.6	ENTAILMENT
5220	A dog is looking around	There is no dog looking around	2.9	CONTRADICTION
5223	A dog is looking around	A dog is looking at a piece of furniture in a shop	4.3	NEUTRAL
5225	A dog is looking at a store counter	An animal is looking around	3.3	NEUTRAL
5226	A dog is looking at a store counter	There is no dog looking around	3.7	CONTRADICTION
5227	A dog is looking at a store counter	A dog is looking around	3.9	NEUTRAL
5231	A tiger is walking around	A tiger is not walking around	3.6	CONTRADICTION
5232	A tiger is strolling around	A tiger cub is making a sound	3.2	NEUTRAL
5234	A tiger cub is roaring	A tiger is walking around	3.1	NEUTRAL
5236	A tiger is walking around	A tiger cub is making a sound	2.9	NEUTRAL
5238	A woman is frying meat	A woman is not frying meat	3.5	CONTRADICTION
5239	A woman is placing food in a pot of hot water	A woman is cooking food in a pot of hot water	4.4	NEUTRAL
5242	A woman is frying meat	A woman is placing food in a pot of cold water	3.165	NEUTRAL
5244	A woman is not frying meat	A woman is placing food in a pot of hot water	3.4	NEUTRAL
5246	The trumpet is being played by a man	A man is playing the trumpet	4.7	ENTAILMENT
5247	A woman is playing the trumpet	A man is playing the trumpet	3.1	NEUTRAL
5248	Someone is playing with a toad	Someone is playing with a frog	4.2	NEUTRAL
5249	Nobody is playing with a toad	Someone is playing with a toad	3.9	CONTRADICTION
5251	Nobody is playing with a toad	A man is playing the trumpet	1	NEUTRAL
5253	A woman is playing the trumpet	Someone is playing with a toad	1.7	NEUTRAL
5254	A man is playing the trumpet	Someone is playing with a toad	1.7	NEUTRAL
5258	The person is riding the horse	The person is not riding the horse	3.8	CONTRADICTION
5260	A man is riding a horse	The person is not riding the horse	3.7	NEUTRAL
5261	A horse is being ridden by a man	The person is riding the horse	4.7	ENTAILMENT
5262	There is no man riding a horse	The person is riding the horse	3.5	NEUTRAL
5263	A man is riding a horse	The person is riding the horse	4.6	ENTAILMENT
5264	A person is folding a sheet	A person is folding a piece of paper	3.5	NEUTRAL
5267	Someone is folding a piece of paper	Nobody is folding a piece of paper	2.8	CONTRADICTION
5269	Nobody is folding a piece of paper	A person is folding a piece of paper	2.8	CONTRADICTION
5276	A young boy is using sign language	A young girl is using sign language	4.1	NEUTRAL
5277	Sign language is being used by a young girl	A girl is communicating with sign language	4.7	ENTAILMENT
5278	A girl is communicating with sign language	A young boy is using sign language	3.3	NEUTRAL
5282	A rabbit is playing with a stuffed bunny	A bunny is playing with a stuffed bunny	4.5	ENTAILMENT
5288	A rabbit is playing with a toy rabbit	A rabbit is playing with a stuffed bunny	4.4	ENTAILMENT
5291	A man is jumping rope in a field	A man is jumping rope outside	4.5	ENTAILMENT
5294	A woman is not slicing a cucumber	A woman is slicing a cucumber	3.935	CONTRADICTION
5296	A man is jumping rope outside	A woman is not slicing a cucumber	1	NEUTRAL
5298	A woman is slicing a cucumber	A woman is jumping rope outside	1.3	NEUTRAL
5303	The man is not slicing a potato	The man is slicing a potato	3.9	CONTRADICTION
5304	A potato is being sliced by the man	A man is slicing potatoes	4.6	ENTAILMENT
5306	The man is slicing a potato	Potatoes are being sliced by a man	4.7	ENTAILMENT
5311	A wind instrument is being played by a girl	A girl is playing a wind instrument	4.9	ENTAILMENT
5313	A girl is playing a flute	A wind instrument is being played by a girl	4.3	ENTAILMENT
5314	A girl is playing a flute	A boy is playing a wind instrument	3.1	NEUTRAL
5317	A girl is playing a flute	A girl is playing a wind instrument	4.4	ENTAILMENT
5318	A keyboard is being played by a person	A person is playing a keyboard	4.8	ENTAILMENT
5319	A person is playing a keyboard	A person is not playing a keyboard	4	CONTRADICTION
5321	Someone is playing piano	Someone is not playing piano	3	CONTRADICTION
5324	Someone is playing piano	A keyboard is being played by a person	3.8	NEUTRAL
5325	Someone is playing piano	A person is not playing a keyboard	3	NEUTRAL
5327	A man is jumping into a pool	A man is diving into a pool	4.8	ENTAILMENT
5333	A man is jumping into a pool	A man is diving into a pool	4.4	ENTAILMENT
5334	A woman is diving into a pool	A man is diving into a pool	3.5	NEUTRAL
5338	The man is seasoning the sausages	The man is seasoning the meat	4.4	ENTAILMENT
5340	The man is adding seasoning to the water in a bowl	The man is seasoning the meat	3	NEUTRAL
5341	The man is not seasoning the sausages	The man is adding seasoning to the water in a bowl	3	NEUTRAL
5342	Seasoning is being added to the water by the man	The man is seasoning the sausages	3.7	NEUTRAL
5345	A man is playing a flute	A flute is being played by a man	4.9	ENTAILMENT
5346	There is no man playing a flute	A man is playing a flute	3	CONTRADICTION
5347	A man is playing a large flute	A large flute is being played by a man	4.9	ENTAILMENT
5348	A man is playing a large flute	A man is playing a small flute	3.9	NEUTRAL
5350	A man is playing a small flute	A man is playing a flute	4.7	ENTAILMENT
5351	A man is playing a large flute	A flute is being played by a man	4.4	ENTAILMENT
5356	The lady is peeling the potato	The potato is being peeled by the lady	5	ENTAILMENT
5357	The lady is peeling the potato	There is no lady peeling the potato	2.7	CONTRADICTION
5358	A woman is peeling a potato	The potato is being peeled by the lady	4.8	ENTAILMENT
5359	A woman is peeling a potato	There is no lady peeling the potato	4.2	CONTRADICTION
5361	The lady is peeling the potato	A woman is not peeling a potato	4.2	CONTRADICTION
5362	The lady is peeling the potato	A woman is peeling a potato	5	ENTAILMENT
5369	A flute is being played by a man	A man is riding a scooter	1.3	NEUTRAL
5370	A man is riding a scooter	There is no man playing a flute	1.1	NEUTRAL
5372	A man is playing the guitar	A man is playing the instrument	4.3	ENTAILMENT
5376	A man is playing the guitar	An octopus is being sliced by a woman	1	NEUTRAL
5377	A woman is not slicing an octopus	A man is playing the guitar	1	NEUTRAL
5378	A woman is slicing an octopus	A man is playing the instrument	1	NEUTRAL
5379	There is no man playing the guitar	A woman is slicing an octopus	1	NEUTRAL
5380	A man is playing the guitar	A woman is slicing an octopus	1	NEUTRAL
5383	The guitar is being played by a man	A man is playing the guitar	5	ENTAILMENT
5384	A man is playing the guitar	There is no man playing the guitar	4.3	CONTRADICTION
5385	A man is playing the drums	The guitar is being played by a man	2	NEUTRAL
5387	The drums are being played by a man	A man is playing the guitar	2.9	NEUTRAL
5389	A man is playing the drums	A man is playing the guitar	3.7	NEUTRAL
5391	A man is removing some food from a box	A man is putting some food in a box	3.4	NEUTRAL
5393	The man is not putting chicken into the container	The man is putting chicken into the container	3.3	CONTRADICTION
5395	The man is not putting chicken into the container	A man is putting some food in a box	3.7	NEUTRAL
5397	A man is removing some food from a box	The man is putting chicken into the container	2.5	CONTRADICTION
5398	The man is putting chicken into the container	A man is putting some food in a box	4.315	ENTAILMENT
5399	Eggs are being cracked into a bowl by a woman	A woman is cracking eggs into a bowl	4.9	ENTAILMENT
5401	A woman is placing skewers onto a rack	Skewers are being placed onto a rack by a woman	4.9	ENTAILMENT
5404	A woman is cracking eggs into a bowl	There is no woman placing skewers onto a rack	1.4	NEUTRAL
5405	Eggs are being cracked into a bowl by a woman	A woman is placing skewers onto a rack	1.7	NEUTRAL
5406	A woman is taking eggs out of a bowl	A woman is placing skewers onto a rack	1.9	NEUTRAL
5407	A woman is cracking eggs into a bowl	A woman is placing skewers onto a rack	2.4	NEUTRAL
5409	A baby is not playing a guitar	A baby is playing a guitar	2.7	CONTRADICTION
5411	The little boy is singing and playing the guitar	The little boy is not singing and playing the guitar	3.2	CONTRADICTION
5414	The little boy is singing and playing the guitar	A guitar is being played by a baby	3.5	NEUTRAL
5415	A baby is not playing a guitar	The little boy is singing and playing the guitar	3.6	NEUTRAL
5419	A woman is peeling a potato	A woman is peeling food	4.3	ENTAILMENT
5420	There is no woman peeling a potato	A woman is peeling a potato	4.5	CONTRADICTION
5423	A person is passionately playing a guitar in front of an audience	A woman is peeling a potato	1	NEUTRAL
5426	A man is reading the email	A person is reading the email	4.8	ENTAILMENT
5427	There is no man reading the email	A man is reading the email	3.365	CONTRADICTION
5429	Someone is reading the email	Someone is not reading the email	4.1	CONTRADICTION
5432	Someone is reading the email	A person is reading the email	4.8	ENTAILMENT
5434	A man is reading the email	Someone is reading the email	4.6	ENTAILMENT
5435	Two baby pandas are playing	Two cubs are playing	3.9	ENTAILMENT
5436	Two baby pandas are sleeping	Two baby pandas are playing	3.5	NEUTRAL
5437	Two pandas are lying together	Two panda bears are lying together	5	ENTAILMENT
5439	Two baby pandas are playing	Two panda bears are lying together	3.6	NEUTRAL
5440	Two baby pandas are playing	Two pandas are not lying together	3.2	ENTAILMENT
5443	Two pandas are lying together	Two baby pandas are playing	3.2	NEUTRAL
5446	A woman is frying fish	Fish is being fried by a woman	5	ENTAILMENT
5447	A woman is frying fish	A woman is not frying fish	3.3	CONTRADICTION
5449	A woman is cooking fish	A woman is not frying fish	3.6	NEUTRAL
5455	A woman is playing the flute	The flute is being played by a woman	4.8	ENTAILMENT
5456	A woman is playing the flute	A man is playing the flute	3.7	NEUTRAL
5457	A man is playing a flute	The flute is being played by a woman	3.3	NEUTRAL
5458	A man is playing a flute	A man is playing the flute	4.9	ENTAILMENT
5459	A man is playing an instrument	A woman is playing the flute	2.2	NEUTRAL
5460	A woman is playing the flute	A man is not playing a flute	3.8	NEUTRAL
5462	A boy is mowing the lawn	A guy is mowing the lawn	4.6	ENTAILMENT
5463	A guy is mowing the lawn	There is no guy mowing the lawn	3.6	CONTRADICTION
5464	Grass is being mowed by a man	A man is mowing grass	5	ENTAILMENT
5466	A guy is mowing the lawn	Grass is being mowed by a man	4.5	ENTAILMENT
5467	A guy is mowing the lawn	There is no man mowing grass	3.8	CONTRADICTION
5468	A boy is mowing the lawn	A man is mowing grass	3.8	NEUTRAL
5471	A person is frying meat in a pan	A person is frying food in a pan	4.4	ENTAILMENT
5474	A person is not holding a skunk	A person is holding a skunk	3.6	CONTRADICTION
5476	A person is frying meat in a pan	A person is not holding a skunk	1.3	NEUTRAL
5477	A person is frying food in a pan	A person is holding a skunk	1.3	NEUTRAL
5478	A person is holding a skunk	A person is not frying meat in a pan	1.1	NEUTRAL
5480	The lady is cracking an egg into a bowl	The lady is cracking an egg into a dish	4.5	ENTAILMENT
5483	The woman is cracking eggs into a bowl	The man is cracking eggs into a bowl	3.6	NEUTRAL
5487	The lady is taking an egg out of a bowl	The man is cracking eggs into a bowl	2.9	NEUTRAL
5489	A man is cutting tomatoes	A man is slicing tomatoes	5	ENTAILMENT
5491	Broccoli are being cut by a woman	A woman is cutting broccoli	4.8	ENTAILMENT
5492	A woman is not cutting broccoli	A woman is cutting broccoli	2.9	CONTRADICTION
5495	A woman is cutting broccoli	A man is slicing tomatoes	2.6	NEUTRAL
5496	A woman is cutting broccoli	There is no man cutting tomatoes	1.9	NEUTRAL
5497	A woman is cutting broccoli	A man is cutting tomatoes	2.4	NEUTRAL
5500	A woman is firing a rifle	A woman is firing a weapon	4.2	ENTAILMENT
5501	There is no woman firing a rifle	A woman is firing a rifle	3.5	CONTRADICTION
5502	A woman is cutting a lemon	A woman is firing a weapon	1.1	NEUTRAL
5503	There is no woman firing a rifle	A woman is cutting a lemon	1	NEUTRAL
5504	A woman is firing a rifle	A woman is cutting fruit	1.5	NEUTRAL
5505	A man is cutting a lemon	A woman is firing a rifle	1	NEUTRAL
5507	Guitar is being played by a man	A man is playing guitar	4.9	ENTAILMENT
5510	A man is playing the drums	A woman is playing the drums	4.2	NEUTRAL
5512	A man is playing guitar	A woman is playing the drums	2.6	NEUTRAL
5513	A man is playing the drums	Guitar is being played by a man	3.415	NEUTRAL
5514	There is no man playing guitar	A man is playing the drums	3	NEUTRAL
5518	A man is drawing some figures	A person is drawing some figures	4.6	ENTAILMENT
5520	A man is drawing on a digital dry erase board	A person is drawing some figures	3.2	NEUTRAL
5521	A man is erasing some figures	A man is drawing on a digital dry erase board	3	NEUTRAL
5522	A man is drawing on a board	A man is drawing some figures	3.5	NEUTRAL
5523	A man is not drawing on a digital dry erase board	A man is drawing some figures	2.7	NEUTRAL
5525	A woman is cutting onions	A woman is chopping onions	4.5	ENTAILMENT
5526	A woman is cutting onions	There is no woman cutting onions	3.4	CONTRADICTION
5530	A woman is cutting onions	A woman is not cutting tofu	3.2	NEUTRAL
5531	A woman is cutting tofu	A woman is chopping onions	2.9	NEUTRAL
5532	A woman is cutting tofu	There is no woman cutting onions	3.5	NEUTRAL
5533	A woman is cutting tofu	A woman is cutting onions	3.7	NEUTRAL
5534	A group of people are dancing at a concert	A group of people are dancing in a show	4.15	ENTAILMENT
5535	A group of people are not dancing at a concert	A group of people are dancing at a concert	3.2	CONTRADICTION
5537	A group of people are marching	A group of people are standing	3.9	NEUTRAL
5538	A group of people are walking	A group of people are dancing at a concert	2.6	NEUTRAL
5545	The man is feeding the snake with a mouse	The man is feeding the snake with an animal	4.635	ENTAILMENT
5546	The man is feeding the snake with a mouse	The man is not feeding the snake with a mouse	3.3	CONTRADICTION
5548	A man is working on the laptop	The man is not feeding the snake with a mouse	1.1	NEUTRAL
5549	A man is working on the computer	The man is feeding the snake with a mouse	1.1	NEUTRAL
5552	A boy is playing on a toy phone	A boy is playing on a toy	4.6	ENTAILMENT
5553	A girl is playing on a toy phone	A boy is playing on a toy phone	3.5	NEUTRAL
5554	The man is aiming a gun	The man is handling a gun	4.3	ENTAILMENT
5555	The man is aiming a gun	The man is drawing a gun	4.2	ENTAILMENT
5556	A boy is playing on a toy phone	The man is handling a gun	1	NEUTRAL
5558	A boy is playing on a toy	The man is aiming a gun	1.1	NEUTRAL
5560	A boy is playing on a toy phone	The man is aiming a gun	1.1	NEUTRAL
5561	A horse is being ridden by a girl	A girl is riding a horse	4.8	ENTAILMENT
5563	The girl is trotting on the horse	The person is trotting on the horse	4.1	ENTAILMENT
5565	A girl is riding a horse	The person is trotting on the horse	3.7	NEUTRAL
5568	There is no girl riding a horse	The girl is trotting on the horse	3.3	CONTRADICTION
5569	The girl is trotting on the horse	A girl is riding a horse	4.4	ENTAILMENT
5575	A man is breaking a slab of concrete with a sledge hammer	The woman is using a sledgehammer to break a concrete block that is on another man	2.7	NEUTRAL
5580	A dog is barking at a ball	There is no dog barking at a ball	3.8	CONTRADICTION
5582	A dog is swimming after a tennis ball	A cat is swimming after a tennis ball	4	NEUTRAL
5584	A dog is barking at a ball	A cat is swimming after a tennis ball	2.2	NEUTRAL
5586	There is no dog barking at a ball	A dog is swimming after a tennis ball	2.8	NEUTRAL
5587	A dog is swimming after a tennis ball	A dog is barking at a ball	3.1	NEUTRAL
5591	A woman is eating a cupcake	A woman is not eating a cupcake	3.7	CONTRADICTION
5593	A girl is eating a cupcake	A woman is not eating a cupcake	2.5	NEUTRAL
5595	A boy is eating a cupcake	A woman is eating a cupcake	3.8	NEUTRAL
5602	There is no man spitting	A man is speaking	2.115	NEUTRAL
5603	A man is talking	A man is spitting	2.285	NEUTRAL
5604	There is no man speaking	A man is spitting	2.2	NEUTRAL
5607	A man is playing keyboards	A man is not playing keyboards	3.85	CONTRADICTION
5608	A man is riding a rodeo bull	A man is riding a mechanical bull	3.9	NEUTRAL
5609	A man is falling off a mechanical bull	A man is riding a mechanical bull	4.1	NEUTRAL
5610	A man is playing keyboards	A man is riding a rodeo bull	1.3	NEUTRAL
5612	A man is riding a mechanical bull	A man is playing an instrument	1	NEUTRAL
5613	A man is not playing keyboards	A man is riding a mechanical bull	1.1	NEUTRAL
5614	A man is playing keyboards	A man is riding a mechanical bull	1.1	NEUTRAL
5615	A man is cutting a boot with a sword	A man is cutting a boot with a blade	4.7	ENTAILMENT
5617	A person is severing the toe of an empty leather boot with a sword	A man is severing the toe of an empty leather boot with a sword	4.815	ENTAILMENT
5618	A man is severing the toe of an empty leather boot with a sword	A woman is severing the toe of an empty leather boot with a sword	4	NEUTRAL
5619	A person is severing the toe of an empty leather boot with a sword	A man is cutting a boot with a sword	4	ENTAILMENT
5620	A woman is severing the toe of an empty leather boot with a sword	A man is cutting a boot with a sword	3.6	ENTAILMENT
5621	A man is severing the toe of an empty leather boot with a sword	A man is cutting a boot with a blade	4.2	ENTAILMENT
5623	A man is severing the toe of an empty leather boot with a sword	A man is cutting a boot with a sword	4.2	ENTAILMENT
5624	A chef is cleaning a bowl of soup	A bowl of soup is being cleaned by a chef	4.8	ENTAILMENT
5627	A man is wiping the edge of a bowl	There is no man wiping the edge of a bowl	3.4	CONTRADICTION
5632	A chef is cleaning a bowl of soup	A man is wiping the edge of a bowl	3.6	NEUTRAL
5633	The guitar is being played by a kid	A kid is playing the guitar	4.8	ENTAILMENT
5634	A kid is playing the piano	A kid is playing the guitar	3	NEUTRAL
5637	A kid is singing and playing a guitar	A kid is playing the guitar	4.2	ENTAILMENT
5640	A young boy is singing and playing a guitar	A kid is playing the piano	2.5	NEUTRAL
5641	A young boy is singing and playing a guitar	A kid is playing the guitar	4.4	ENTAILMENT
5642	Someone is stirring a pot of chili with a spoon	A pot of chili is being stirred by someone with a spoon	5	ENTAILMENT
5643	Nobody is stirring a pot of chili with a spoon	Someone is stirring a pot of chili with a spoon	3.7	CONTRADICTION
5645	Someone is not stirring chili in a kettle	Someone is stirring chili in a kettle	3.5	CONTRADICTION
5646	Someone is stirring a pot of chili with a spoon	Someone is stirring chili in a pot	4.5	ENTAILMENT
5647	Someone is stirring a pot of chili with a spoon	Someone is not stirring chili in a kettle	3.7	NEUTRAL
5651	A person is eating in a restaurant	A person is eating at a table	4	NEUTRAL
5653	A man is making a bed	A person is making a bed	4.7	ENTAILMENT
5656	A person is not making a bed	A person is eating at a table	1.7	NEUTRAL
5659	A person is making a bed	A person is eating at a table	1.4	NEUTRAL
5663	The cat is licking a bottle	The dog is licking a bottle	3.9	NEUTRAL
5664	A cat is playing with a small bottle	A bottle is being licked by the cat	3.5	NEUTRAL
5668	The cat is licking a bottle	A cat is playing with a small bottle	3.6	NEUTRAL
5671	A small dog is lying on the bed	A small animal is lying on the bed	4.5	ENTAILMENT
5676	A small dog is lying on the bed	A small cat is lying on a bed	2.9	NEUTRAL
5677	A small dog is lying on a bed	A small dog is lying on the bed	5	ENTAILMENT
5678	A woman is cutting butter	A woman is slicing butter	4.7	ENTAILMENT
5679	A woman is slicing butter	A man is slicing butter	3.465	NEUTRAL
5680	Tofu is being sliced by a woman	A woman is slicing tofu	5	ENTAILMENT
5683	A woman is slicing butter	There is no woman slicing tofu	2.8	NEUTRAL
5687	The man is playing the guitar	The man is playing the instrument	4.3	ENTAILMENT
5691	The person is playing with a skull	The man is playing the guitar	1.2	NEUTRAL
5693	The man is playing with a skull	The man is playing the instrument	2.2	NEUTRAL
5694	The man is not playing the guitar	The man is playing with a skull	1.4	NEUTRAL
5695	The man is playing the guitar	The man is playing with a skull	1.9	NEUTRAL
5696	Some cheese is being put on a pizza by a man	A man is putting some cheese on a pizza	5	ENTAILMENT
5697	There is no man putting some cheese on a pizza	A man is putting some cheese on a pizza	4	CONTRADICTION
5701	There is no man sprinkling cheese on the pizza	A man is putting some cheese on a pizza	3.8	CONTRADICTION
5710	A man is firing a shotgun	There is no man shooting a shotgun	3.7	CONTRADICTION
5712	A man is reloading a shotgun	A man is shooting a shotgun	4.1	NEUTRAL
5717	A man is dancing on the floor	A man is dancing on the ceiling	3.6	NEUTRAL
5718	A famous singer is dancing on the ceiling	A person is dancing on the ceiling	4.5	ENTAILMENT
5722	A famous singer is dancing on the ceiling	A man is dancing on the ceiling	4.1	NEUTRAL
5725	Hay is being eaten by a cow	A cow is eating hay	5	ENTAILMENT
5728	A cow is eating grass	A cow is not eating hay	3.65	ENTAILMENT
5732	A man is having lunch	A man is eating	4.5	ENTAILMENT
5733	A man is puking	A man is eating	2.3	NEUTRAL
5736	A man is eating	A woman is dancing gracefully	1	NEUTRAL
5737	A man is eating	A woman is sleeping	1.1	NEUTRAL
5739	A woman is dancing	A man is puking	1.2	NEUTRAL
5740	A man is eating	A woman is dancing	1.1	NEUTRAL
5741	A baby is playing with a doll	A baby is playing with a toy	4.7	ENTAILMENT
5742	A baby is not playing with a doll	A baby is playing with a doll	3.85	CONTRADICTION
5744	A baby tiger is playing with a ball	There is no baby tiger playing with a ball	3.5	CONTRADICTION
5749	A baby tiger is playing with a ball	A baby is playing with a doll	2.1	NEUTRAL
5750	The man is playing a game on a lawn	The man is playing a game on the grass	4.2	ENTAILMENT
